cell_number,cycle,test_time,current,voltage,charge_capacity,discharge_capacity,charge_energy,discharge_energy,internal_resistance,charge_time,discharge_time,eol_cycle,state_of_health
35.0,1.0,12989.361423663231,0.9888165593147278,3.2624967098236084,1.138645812632654,1.137727858609917,4.535278279366493,4.160314190450449,0.08833643794059753,6643.074375927697,-2918.4418289448317,591,1.0351325569387761
35.0,2.0,12968.469390738104,0.9886359572410583,3.2579638957977295,1.137456760812122,1.137481037299766,4.528262832120715,4.161989141438872,0.08979491144418716,6642.4179971698695,-2918.4887115757733,591,1.0340516007382927
35.0,3.0,12959.534197395516,0.9962215423583984,3.25634503364563,1.137011583397129,1.137092410671013,4.526962947967507,4.160535831899053,0.08825664222240448,6638.575756533976,-2915.9282124641413,591,1.03364689399739
35.0,4.0,12956.045398410986,0.9947766661643982,3.2531073093414307,1.1367989239215648,1.1313490455513728,4.515707562994501,4.150284824720276,0.08663725852966309,6634.747396101823,-2931.141076843055,591,1.0334535672014225
35.0,5.0,12804.020800009337,0.9927899241447449,3.2582876682281494,1.1322014461729544,1.1293656761380313,4.491815571874136,4.149267455697014,0.08671558648347855,6659.226162985826,-2962.241275412181,591,1.029274041975413
35.0,6.0,12739.565071053665,0.9935123920440674,3.2867794036865234,1.1290612135722538,1.123221100998645,4.477784355365019,4.1260006847745725,0.08598290383815765,6649.949792456198,-2973.1215561345193,591,1.0264192850656852
35.0,7.0,12724.327887975262,0.9987500309944153,3.3241751194000244,1.1203088861042882,1.111035391722063,4.449813064942358,4.068393577509607,0.08679406344890594,6549.9984225280705,-2912.6772259253835,591,1.0184626237311711
35.0,8.0,12636.805327060276,1.0068774223327637,3.339068651199341,1.1103278530151242,1.106058072607449,4.412853042240187,4.049984848622348,0.0860607847571373,6485.700556080925,-2864.5824187073936,591,1.0093889572864765
35.0,9.0,12589.456942329998,1.0014592409133911,3.347324848175049,1.1055265483376262,1.1026273850359738,4.394486787409004,4.038182637290493,0.0872892439365387,6457.513384852247,-2847.598047408156,591,1.0050241348523874
35.0,10.0,12545.344217638645,0.9998337030410767,3.3615705966949463,1.1019439620768976,1.0981426816273636,4.380574275137882,4.020328167633007,0.08582755923271179,6435.701308000324,-2840.5052757137023,591,1.001767238251725
35.0,11.0,12512.838392348349,1.005793809890747,3.3248226642608643,1.0985786367802035,1.1042953570007974,4.368606822825157,4.054880049617232,0.08582755923271179,6422.951268278248,-2807.9057524410846,591,0.9987078516183667
35.0,12.0,12507.57548446265,1.0039876699447632,3.3194804191589355,1.1047691159351523,1.105798600323471,4.385388859767062,4.064366590758432,0.08428430557250977,6497.900058895632,-2877.9926676640243,591,1.0043355599410475
35.0,13.0,12486.623710878994,0.9938735961914062,3.3188328742980957,1.1056195857120859,1.105602981532538,4.386975492756868,4.065580098562634,0.08281321078538895,6513.7003876916315,-2894.4945104036215,591,1.0051087142837143
35.0,14.0,12475.080782901903,0.9976664185523987,3.3186709880828857,1.1054420268198957,1.1051740372707801,4.385289141477955,4.065317993642324,0.08494113385677338,6518.06225493692,-2900.386281169222,591,1.0049472971089959
35.0,15.0,12464.86170025167,0.9965827465057373,3.3188328742980957,1.1050086275572681,1.1046090719018427,4.38284585842662,4.064342617301797,0.08590515702962875,6519.329732470927,-2903.4964763576145,591,1.0045532977793346
35.0,16.0,12441.429084259027,0.9935123920440674,3.318023443222046,1.1043054053829877,1.1041409319964224,4.379316706815551,4.06379366980395,0.0842081755399704,6522.254082180203,-2907.997392264953,591,1.003914004893625
35.0,17.0,12429.035223040177,0.9931511878967285,3.317861557006836,1.1039028962062751,1.1036330935788286,4.377157793525065,4.062867764658577,0.0850178673863411,6524.021316842747,-2911.466797660709,591,1.00354808746025
35.0,18.0,12415.544951591495,0.9965827465057373,3.318509101867676,1.1033578019411365,1.1028933034679547,4.3743763553558495,4.06070095989481,0.08354942500591278,6523.742405910886,-2913.672127817021,591,1.0030525472192149
35.0,19.0,12401.624959351262,0.9985694289207458,3.3194804191589355,1.102517112546753,1.1019126464925222,4.370878054374188,4.057419185309641,0.0833984836935997,6519.367079245581,-2912.468341761775,591,1.0022882841334118
35.0,20.0,12391.538594962884,1.0001949071884155,3.3198041915893555,1.1016725230307571,1.1011976633298275,4.367320001835267,4.055210562935656,0.08428430557250977,6516.4305079613805,-2911.874708675468,591,1.0015204754825064
35.0,21.0,12382.920707578276,0.9938735961914062,3.3207755088806152,1.100944505418198,1.1004104501394991,4.364230416218135,4.0527113095927945,0.08582755923271179,6512.572202837841,-2910.5943592607723,591,1.0008586412892708
35.0,22.0,12366.803212648869,0.9985694289207458,3.3204517364501953,1.1000575061502644,1.0997345953192728,4.3605558503412,4.0506681540855,0.0842081755399704,6509.291823182393,-2909.6713078025236,591,1.000052278318422
35.0,23.0,12355.849905950308,0.9953184723854065,3.3201279640197754,1.099494566847138,1.099128965152353,4.35804203587476,4.048996751912739,0.0842081755399704,6507.386794048629,-2909.7506925737994,591,0.99954051531558
35.0,24.0,12343.209871208528,0.9965827465057373,3.3196423053741455,1.0988204863650388,1.0984861342685548,4.354902304752557,4.046989022214049,0.0856727808713913,6506.997992610815,-2911.3931945491076,591,0.9989277148773079
35.0,25.0,12337.065550996631,0.9976664185523987,3.3207755088806152,1.098196734487459,1.0976666234363535,4.352422121433932,4.044167359930086,0.08413217216730118,6502.966478286653,-2910.064794647815,591,0.9983606677158717
35.0,28.0,12279.213070211408,1.0041683912277222,3.4026896953582764,1.0837986108021198,1.0785622527089522,4.3048138209152,3.958384256573609,0.086481012403965,6357.304062747926,-2826.3393496722606,591,0.9852714643655633
35.0,29.0,12234.064042465645,1.0066968202590942,3.412726640701294,1.0778435391872314,1.0748777462037147,4.283689393650604,3.9431179409327086,0.08582755923271179,6316.1271796855235,-2797.1630527480024,591,0.979857762897483
35.0,30.0,12217.441934734525,1.0099477767944336,3.4185545444488525,1.0742724497601195,1.0721584804344317,4.270834616409175,3.9321491708260794,0.08590515702962875,6284.032616268238,-2773.990772044557,591,0.9766113179637449
35.0,31.0,12189.85087001021,1.0054326057434082,3.425677537918091,1.0715149339001329,1.0691398006494026,4.260541652837347,3.9193790974594123,0.08517174422740936,6265.048003957942,-2764.7878124826498,591,0.974104485363757
35.0,32.0,12176.147770085023,1.005793809890747,3.370150566101074,1.0700793263345787,1.0793676618171695,4.255595967248738,3.9685910467306797,0.08428430557250977,6273.674061241864,-2740.3130363297755,591,0.9727993875768897
35.0,33.0,12204.483075212862,1.0016398429870605,3.358170986175537,1.0797275785454659,1.0817534463242353,4.285888686010679,3.9804829800925887,0.0842081755399704,6361.6237121734175,-2820.57270573622,591,0.9815705259504234
35.0,34.0,12183.156372852915,1.0032652616500854,3.4060893058776855,1.0818446863942413,1.0737092774178976,4.292584590885269,3.9450287235958257,0.0856727808713913,6381.018157072627,-2866.0507995743237,591,0.9834951694493101
35.0,35.0,12175.072085680324,1.0032652616500854,3.42842960357666,1.0712553698018539,1.0659376432701677,4.2585282436923535,3.9091695938749638,0.08671558648347855,6264.6115976892415,-2774.8664994667483,591,0.9738685180016853
35.0,36.0,12139.546613947896,1.0065162181854248,3.43247652053833,1.0653391189946575,1.063503833872531,4.23798862672578,3.8990886014307478,0.08671558648347855,6221.344154111786,-2739.5216014956504,591,0.9684901081769612
35.0,37.0,12122.50238430081,1.010309100151062,3.43296217918396,1.0631365479287282,1.062146509486368,4.229166959648921,3.894046272042118,0.086481012403965,6207.500369997147,-2730.146586162821,591,0.9664877708442984
35.0,38.0,12107.756777272967,1.0050714015960693,3.437656879425049,1.061682901568986,1.0597458767265806,4.22377579559398,3.8837491135674895,0.08655905723571777,6195.968937815016,-2726.3965732467846,591,0.9651662741536234
35.0,39.0,12094.59882958862,1.0059744119644165,3.3856916427612305,1.0608734064029122,1.0700184071228946,4.220794904610216,3.932887138856046,0.08347388356924057,6203.906895929085,-2701.109489889417,591,0.9644303694571928
35.0,40.0,12127.102354962379,1.0041683912277222,3.3737120628356934,1.0705311722955386,1.0723960385292202,4.251424682400085,3.944476944993994,0.08428430557250977,6296.091397952589,-2785.6511788060243,591,0.9732101566323078
35.0,41.0,12112.456873981922,1.0020010471343994,3.4068987369537354,1.07268513848976,1.0671283946753434,4.258425972569086,3.923347105894436,0.08582755923271179,6316.546834980644,-2823.2489015696815,591,0.9751683077179636
35.0,42.0,12123.454146806675,1.0090447664260864,3.437333106994629,1.0650561602453976,1.057469037064564,4.235404340289762,3.8767006039336707,0.0872892439365387,6216.938681939604,-2754.8345513483614,591,0.9682328729503614
35.0,43.0,12067.406349525088,1.0054326057434082,3.436038017272949,1.0573689410415952,1.0564280574130365,4.2072857434136495,3.8731991108611794,0.08598290383815765,6167.312904913785,-2708.6306131728306,591,0.9612444918559956
35.0,44.0,12057.1227792906,1.0083223581314087,3.4355523586273193,1.0565892388364446,1.0555376826751086,4.204009774091503,3.8700851772720455,0.08509473502635956,6163.360259324779,-2707.6153954879856,591,0.960535671669495
35.0,45.0,12049.69462586433,1.0090447664260864,3.4389519691467285,1.0556646732292805,1.0538653044295856,4.20028689097407,3.8636589095850127,0.08663725852966309,6156.954253893165,-2706.631493997733,591,0.959695157481164
35.0,46.0,12085.156883831136,1.007238745689392,3.4010708332061768,1.054129389347736,1.0602560418785458,4.19560187086185,3.893189295748158,0.08509473502635956,6136.937767124217,-2665.970206202381,591,0.958299444861578
35.0,47.0,12055.70324935182,1.007599949836731,3.3845584392547607,1.0617107486140611,1.0643488507216148,4.218795047423754,3.9134214724155925,0.08428430557250977,6231.5267427708295,-2747.3058731557885,591,0.9651915896491464
35.0,48.0,12065.24493373232,1.004529595375061,3.3779211044311523,1.0648413058524895,1.0656069575135376,4.22900239762177,3.9199250859132064,0.0842081755399704,6259.53047819103,-2771.323323928098,591,0.9680375507749903
35.0,49.0,12091.535212710034,1.0126569271087646,3.4350666999816895,1.0640586775418086,1.0527904025087338,4.22923171704096,3.8609774455484285,0.08655905723571777,6217.2068920767915,-2770.430407255005,591,0.9673260704925531
35.0,50.0,12015.680462568882,1.0117539167404175,3.4339334964752197,1.0528145204116939,1.0517492977423544,4.189145032810899,3.856977655909901,0.08590515702962875,6141.032646794318,-2697.678167829051,591,0.9571041094651762
35.0,51.0,12007.305284360307,1.003084659576416,3.4336097240448,1.0516207322271,1.0505610335501672,4.18430917911337,3.8523255958063203,0.08590515702962875,6132.235739559749,-2692.7875913125795,591,0.9560188474791818
35.0,55.0,12406.509222117435,0.9967633485794067,3.2531073093414307,1.0953702509902041,1.0973967297804519,4.346456772872392,4.037196626501283,0.0872892439365387,6440.021456259061,-2847.61572259516,591,0.9957911372638218
35.0,56.0,12400.11044959617,0.9938735961914062,3.2445273399353027,1.0977039391678685,1.0970198061094467,4.352648336913244,4.037521928667195,0.08517174422740936,6465.74499004519,-2874.7586696609246,591,0.9979126719707895
35.0,60.0,12313.241430092894,0.9938735961914062,3.325955867767334,1.081744559342476,1.07923337313008,4.298066232308408,3.9580538339007205,0.08517174422740936,6318.889699008682,-2785.6302924457873,591,0.9834041448567962
35.0,61.0,12313.932597283201,0.9983888268470764,3.3683698177337646,1.0775494752163937,1.0706666349374832,4.282786461783019,3.917612403677939,0.08671558648347855,6262.529627844782,-2757.022562540485,591,0.9795904320149033
